TaskID_InDB,TaskID,OwnerJobID,CPUNeed_Claimed,RAMNeed_Claimed,StorageNeed_Claimed,ListOfResourceNeeds,TimeSubmission,TimeDeadLinePrefered,TimeDeadlineFinal,Date,SimID,EST,EFT,NodeID_SubmittedOn,LastStatus,LastStatusTime,PriorityNo,CPUNeed_Real,RAMNeed_Real,StorageNeed_Real,CPUNeed_Predicted,RAMNeed_Predicted,StorageNeed_Predicted,LengthOnScheduledMachine,LengthOnFogAndCloudBaseLineCPU,BaseLineCloudAndFogCpuMIPS,LengthOnBaseLineCloudMachine,LengthOnBaseLineFogMachine,LengthOnBaseLineIoTMachine,BaseLineCpuFogMIPS,BaseLineCpuIoTMIPS,BaseLineCpuCloudMIPS,BaseLineCloudBandwidth,BaseLineCloudAndFogBandwidth,BaseLineIoTBandwidth,BaseLineFogBandwidth,SuccessorsImediate,SuccessorsNotImmediate,PredecessorsImediate,TimeStartOnMachine,TimeFinishOnMachine
2726007,5,36,584424,32,209,12,125,18,65,1400/12/28,5508,62,64,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,1.5339,381000,1.6698,1.4185,584424.0,412000,1,350000,1,1,1,1,[6],"[8,9,10]",[1],0,0
2726008,6,36,560434,3671,302,125,86,18,106,1400/12/28,5508,103,105,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,18,2,0,0,0,0,0,0,0.0,1.471,381000,1.6012,1.3603,560434.0,412000,1,350000,1,1,1,1,[8],"[9,10]",[5],0,0
2726009,7,36,627115,2670,290,155,18,84,84,1400/12/28,5508,81,83,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,1.646,381000,1.7918,1.5221,627115.0,412000,1,350000,1,1,1,1,[9],[10],[2],0,0
2726010,8,36,558355,402,318,133,18,126,126,1400/12/28,5508,123,125,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,1.4655,381000,1.5953,1.3552,558355.0,412000,1,350000,1,1,1,1,[9],[10],"[3,4,6]",0,0
2726011,9,36,626753,345,113,133,18,138,138,1400/12/28,5508,135,137,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,18,1,0,0,0,0,0,0,0.0,1.645,381000,1.7907,1.5212,626753.0,412000,1,350000,1,1,1,1,[10],[],"[7,8]",0,0
2726012,10,36,574600,3442,152,120,110,18,165,1400/12/28,5508,162,164,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,18,2,0,0,0,0,0,0,0.0,1.5081,381000,1.6417,1.3947,574600.0,412000,1,350000,1,1,1,1,[],[],[9],0,0
2726013,0,37,607158,3926,369,22,125,43,46,1400/12/28,5508,43,45,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,43,1,0,0,0,0,0,0,0.0,1.5936,381000,1.7347,1.4737,607158.0,412000,1,350000,1,1,1,1,"[5,1,2]","[6,7]",[],0,0
2726014,1,37,612690,1284,345,120,43,48,48,1400/12/28,5508,45,47,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,43,1,0,0,0,0,0,0,0.0,1.6081,381000,1.7505,1.4871,612690.0,412000,1,350000,1,1,1,1,"[6,3]",[7],[0],0,0
2726015,2,37,542064,3888,259,155,43,48,48,1400/12/28,5508,45,47,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,43,2,0,0,0,0,0,0,0.0,1.4227,381000,1.5488,1.3157,542064.0,412000,1,350000,1,1,1,1,"[6,4]",[7],[0],0,0
2726016,3,37,610434,3889,71,12,120,43,50,1400/12/28,5508,47,49,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,43,1,0,0,0,0,0,0,0.0,1.6022,381000,1.7441,1.4816,610434.0,412000,1,350000,1,1,1,1,[5],"[6,7]",[1],0,0
2726017,4,37,544406,1333,236,120,43,50,50,1400/12/28,5508,47,49,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,43,1,0,0,0,0,0,0,0.0,1.4289,381000,1.5554,1.3214,544406.0,412000,1,350000,1,1,1,1,[7],[],[2],0,0
2726018,5,37,613975,2958,247,12,120,43,73,1400/12/28,5508,70,72,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,43,1,0,0,0,0,0,0,0.0,1.6115,381000,1.7542,1.4902,613975.0,412000,1,350000,1,1,1,1,[6],[7],"[0,3]",0,0
2726019,6,37,609238,3756,328,86,43,101,101,1400/12/28,5508,98,100,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,43,1,0,0,0,0,0,0,0.0,1.599,381000,1.7407,1.4787,609238.0,412000,1,350000,1,1,1,1,[7],[],"[1,2,5]",0,0
2726020,7,37,629754,1395,27,110,133,43,111,1400/12/28,5508,108,110,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,43,1,0,0,0,0,0,0,0.0,1.6529,381000,1.7993,1.5285,629754.0,412000,1,350000,1,1,1,1,[],[],"[4,6]",0,0
2726021,0,38,606881,3661,380,12,155,2,5,1400/12/28,5508,2,4,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.5929,381000,1.7339,1.473,606881.0,412000,1,350000,1,1,1,1,"[9,1,2]","[10,11]",[],0,0
2726022,1,38,540871,2647,28,125,22,2,7,1400/12/28,5508,4,6,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,2,0,0,0,0,0,0,0.0,1.4196,381000,1.5453,1.3128,540871.0,412000,1,350000,1,1,1,1,[4],"[10,11]",[0],0,0
2726023,2,38,607741,2649,9,133,155,2,7,1400/12/28,5508,4,6,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,2,0,0,0,0,0,0,0.0,1.5951,381000,1.7364,1.4751,607741.0,412000,1,350000,1,1,1,1,"[4,3]","[10,11]",[0],0,0
2726024,3,38,618446,303,233,12,120,2,9,1400/12/28,5508,6,8,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.6232,381000,1.767,1.5011,618446.0,412000,1,350000,1,1,1,1,"[5,7]","[10,11]",[2],0,0
2726025,4,38,577019,1456,170,155,22,2,37,1400/12/28,5508,34,36,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.5145,381000,1.6486,1.4005,577019.0,412000,1,350000,1,1,1,1,"[10,6]",[11],"[1,2]",0,0
2726026,5,38,620542,2224,229,120,2,39,39,1400/12/28,5508,36,38,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.6287,381000,1.773,1.5062,620542.0,412000,1,350000,1,1,1,1,[10],[11],[3],0,0
2726027,6,38,614515,1305,341,155,2,39,39,1400/12/28,5508,36,38,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.6129,381000,1.7558,1.4915,614515.0,412000,1,350000,1,1,1,1,"[9,8]","[10,11]",[4],0,0
2726028,7,38,589832,1901,106,120,2,11,11,1400/12/28,5508,8,10,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.5481,381000,1.6852,1.4316,589832.0,412000,1,350000,1,1,1,1,[10],[11],[3],0,0
2726029,8,38,546809,987,18,110,2,41,41,1400/12/28,5508,38,40,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.4352,381000,1.5623,1.3272,546809.0,412000,1,350000,1,1,1,1,[10],[11],[6],0,0
2726030,9,38,612588,175,193,155,2,65,65,1400/12/28,5508,62,64,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.6078,381000,1.7503,1.4869,612588.0,412000,1,350000,1,1,1,1,[10],[11],"[0,6]",0,0
2726031,10,38,582051,2410,278,120,133,2,77,1400/12/28,5508,74,76,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.5277,381000,1.663,1.4127,582051.0,412000,1,350000,1,1,1,1,[11],[],"[4,5,7,8,9]",0,0
2726032,11,38,570053,2678,141,125,120,2,101,1400/12/28,5508,98,100,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,2,1,0,0,0,0,0,0,0.0,1.4962,381000,1.6287,1.3836,570053.0,412000,1,350000,1,1,1,1,[],[],[10],0,0
2726033,0,39,597672,250,396,125,1,4,4,1400/12/28,5508,1,3,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,2,0,0,0,0,0,0,0.0,1.5687,381000,1.7076,1.4507,597672.0,412000,1,350000,1,1,1,1,"[2,12,1]",[13],[],0,0
2726034,1,39,551618,2871,135,133,110,1,6,1400/12/28,5508,3,5,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.4478,381000,1.5761,1.3389,551618.0,412000,1,350000,1,1,1,1,"[8,7,3]",[13],[0],0,0
2726035,2,39,572053,3345,312,120,22,1,14,1400/12/28,5508,11,13,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.5015,381000,1.6344,1.3885,572053.0,412000,1,350000,1,1,1,1,"[12,4,5]",[13],[0],0,0
2726036,3,39,578803,1532,310,120,86,1,8,1400/12/28,5508,5,7,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.5192,381000,1.6537,1.4049,578803.0,412000,1,350000,1,1,1,1,"[10,6]","[12,13]",[1],0,0
2726037,4,39,541798,530,388,22,110,1,16,1400/12/28,5508,13,15,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.422,381000,1.548,1.315,541798.0,412000,1,350000,1,1,1,1,[11],"[12,13]",[2],0,0
2726038,5,39,558460,3007,185,155,1,16,16,1400/12/28,5508,13,15,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.4658,381000,1.5956,1.3555,558460.0,412000,1,350000,1,1,1,1,[10],"[12,13]",[2],0,0
2726039,6,39,595477,2771,335,133,12,1,10,1400/12/28,5508,7,9,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,2,0,0,0,0,0,0,0.0,1.5629,381000,1.7014,1.4453,595477.0,412000,1,350000,1,1,1,1,[9],[13],[3],0,0
2726040,7,39,549860,3484,266,110,1,8,8,1400/12/28,5508,5,7,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.4432,381000,1.571,1.3346,549860.0,412000,1,350000,1,1,1,1,[10],"[12,13]",[1],0,0
2726041,8,39,586884,194,105,110,1,14,14,1400/12/28,5508,11,13,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.5404,381000,1.6768,1.4245,586884.0,412000,1,350000,1,1,1,1,[13],[],[1],0,0
2726042,9,39,557477,1362,45,12,1,27,27,1400/12/28,5508,24,26,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,2,0,0,0,0,0,0,0.0,1.4632,381000,1.5928,1.3531,557477.0,412000,1,350000,1,1,1,1,[13],[],[6],0,0
2726043,10,39,543097,2206,18,125,1,49,49,1400/12/28,5508,46,48,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.4255,381000,1.5517,1.3182,543097.0,412000,1,350000,1,1,1,1,[12],[13],"[3,5,7]",0,0
2726044,11,39,616493,2518,261,155,125,1,33,1400/12/28,5508,30,32,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,2,0,0,0,0,0,0,0.0,1.6181,381000,1.7614,1.4963,616493.0,412000,1,350000,1,1,1,1,[12],[13],[4],0,0
2726045,12,39,602629,902,157,133,1,90,90,1400/12/28,5508,87,89,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,1,0,0,0,0,0,0,0.0,1.5817,381000,1.7218,1.4627,602629.0,412000,1,350000,1,1,1,1,[13],[],"[0,2,10,11]",0,0
2726046,13,39,585224,1625,241,86,133,1,110,1400/12/28,5508,107,109,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,1,2,0,0,0,0,0,0,0.0,1.536,381000,1.6721,1.4204,585224.0,412000,1,350000,1,1,1,1,[],[],"[8,9,12]",0,0
2726047,0,40,604062,2445,301,22,49,52,52,1400/12/28,5508,49,51,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.5855,381000,1.7259,1.4662,604062.0,412000,1,350000,1,1,1,1,"[6,1,2]",[9],[],0,0
2726048,1,40,623982,3666,275,133,22,49,54,1400/12/28,5508,51,53,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.6377,381000,1.7828,1.5145,623982.0,412000,1,350000,1,1,1,1,"[3,5]",[9],[0],0,0
2726049,2,40,588789,377,256,86,49,54,54,1400/12/28,5508,51,53,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.5454,381000,1.6823,1.4291,588789.0,412000,1,350000,1,1,1,1,[6],[9],[0],0,0
2726050,3,40,586922,922,94,120,22,49,74,1400/12/28,5508,71,73,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,49,2,0,0,0,0,0,0,0.0,1.5405,381000,1.6769,1.4246,586922.0,412000,1,350000,1,1,1,1,"[9,4]",[],[1],0,0
2726051,4,40,574486,2181,324,133,110,49,76,1400/12/28,5508,73,75,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.5078,381000,1.6414,1.3944,574486.0,412000,1,350000,1,1,1,1,[7],"[8,9]",[3],0,0
2726052,5,40,577585,2337,42,110,49,56,56,1400/12/28,5508,53,55,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.516,381000,1.6502,1.4019,577585.0,412000,1,350000,1,1,1,1,[6],[9],[1],0,0
2726053,6,40,627103,3416,117,155,49,95,95,1400/12/28,5508,92,94,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.6459,381000,1.7917,1.5221,627103.0,412000,1,350000,1,1,1,1,[9],[],"[0,2,5]",0,0
2726054,7,40,540528,1933,310,86,49,117,117,1400/12/28,5508,114,116,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,49,3,0,0,0,0,0,0,0.0,1.4187,381000,1.5444,1.312,540528.0,412000,1,350000,1,1,1,1,[8],[9],[4],0,0
2726055,8,40,627488,2527,377,120,49,136,136,1400/12/28,5508,133,135,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.647,381000,1.7928,1.523,627488.0,412000,1,350000,1,1,1,1,[9],[],[7],0,0
2726056,9,40,609435,116,70,120,49,156,156,1400/12/28,5508,153,155,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,49,1,0,0,0,0,0,0,0.0,1.5996,381000,1.7412,1.4792,609435.0,412000,1,350000,1,1,1,1,[],[],"[3,6,8]",0,0
2726057,0,41,613432,1499,355,22,125,31,34,1400/12/28,5508,31,33,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,31,1,0,0,0,0,0,0,0.0,1.6101,381000,1.7527,1.4889,613432.0,412000,1,350000,1,1,1,1,"[3,1,2]","[4,5]",[],0,0
2726058,1,41,576477,1302,140,22,31,36,36,1400/12/28,5508,33,35,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,31,1,0,0,0,0,0,0,0.0,1.5131,381000,1.6471,1.3992,576477.0,412000,1,350000,1,1,1,1,[5],[],[0],0,0
2726059,2,41,548337,708,91,120,12,31,36,1400/12/28,5508,33,35,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,31,1,0,0,0,0,0,0,0.0,1.4392,381000,1.5667,1.3309,548337.0,412000,1,350000,1,1,1,1,[4],[5],[0],0,0
2726060,3,41,558379,1613,2,22,31,59,59,1400/12/28,5508,56,58,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,31,1,0,0,0,0,0,0,0.0,1.4656,381000,1.5954,1.3553,558379.0,412000,1,350000,1,1,1,1,[4],[5],[0],0,0
2726061,4,41,578359,1108,244,22,31,94,94,1400/12/28,5508,91,93,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,31,2,0,0,0,0,0,0,0.0,1.518,381000,1.6525,1.4038,578359.0,412000,1,350000,1,1,1,1,[5],[],"[2,3]",0,0
2726062,5,41,626531,2232,32,120,31,135,135,1400/12/28,5508,132,134,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,31,1,0,0,0,0,0,0,0.0,1.6444,381000,1.7901,1.5207,626531.0,412000,1,350000,1,1,1,1,[],[],"[1,4]",0,0
2726063,0,42,624497,3972,29,22,12,13,16,1400/12/28,5508,13,15,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.6391,381000,1.7843,1.5158,624497.0,412000,1,350000,1,1,1,1,"[5,1]",[9],[],0,0
2726064,1,42,625534,980,241,86,13,18,18,1400/12/28,5508,15,17,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,13,2,0,0,0,0,0,0,0.0,1.6418,381000,1.7872,1.5183,625534.0,412000,1,350000,1,1,1,1,"[8,2,3,6]",[9],[0],0,0
2726065,2,42,565189,3210,69,120,13,20,20,1400/12/28,5508,17,19,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.4834,381000,1.6148,1.3718,565189.0,412000,1,350000,1,1,1,1,[4],[9],[1],0,0
2726066,3,42,599530,2429,376,120,13,20,20,1400/12/28,5508,17,19,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.5736,381000,1.7129,1.4552,599530.0,412000,1,350000,1,1,1,1,[8],[9],[1],0,0
2726067,4,42,613098,2122,16,155,12,13,37,1400/12/28,5508,34,36,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.6092,381000,1.7517,1.4881,613098.0,412000,1,350000,1,1,1,1,[9],[],[2],0,0
2726068,5,42,626167,570,157,133,155,13,51,1400/12/28,5508,48,50,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.6435,381000,1.789,1.5198,626167.0,412000,1,350000,1,1,1,1,[9],[],[0],0,0
2726069,6,42,581578,2759,168,125,110,13,20,1400/12/28,5508,17,19,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,13,2,0,0,0,0,0,0,0.0,1.5265,381000,1.6617,1.4116,581578.0,412000,1,350000,1,1,1,1,[7],[9],[1],0,0
2726070,7,42,550108,2074,333,22,120,13,27,1400/12/28,5508,24,26,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.4439,381000,1.5717,1.3352,550108.0,412000,1,350000,1,1,1,1,[9],[],[6],0,0
2726071,8,42,571871,2377,399,155,120,13,57,1400/12/28,5508,54,56,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.501,381000,1.6339,1.388,571871.0,412000,1,350000,1,1,1,1,[9],[],"[1,3]",0,0
2726072,9,42,571693,2763,14,120,13,98,98,1400/12/28,5508,95,97,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,13,1,0,0,0,0,0,0,0.0,1.5005,381000,1.6334,1.3876,571693.0,412000,1,350000,1,1,1,1,[],[],"[4,5,7,8]",0,0
2726073,0,43,582637,1512,137,125,20,23,23,1400/12/28,5508,20,22,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.5292,381000,1.6647,1.4142,582637.0,412000,1,350000,1,1,1,1,"[3,2,1,4]","[11,12,13]",[],0,0
2726074,1,43,571436,2498,357,125,20,25,25,1400/12/28,5508,22,24,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.4998,381000,1.6327,1.387,571436.0,412000,1,350000,1,1,1,1,"[12,13,5]",[],[0],0,0
2726075,2,43,622113,1876,111,22,120,20,25,1400/12/28,5508,22,24,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.6328,381000,1.7775,1.51,622113.0,412000,1,350000,1,1,1,1,[11],"[12,13]",[0],0,0
2726076,3,43,573380,3971,221,125,20,54,54,1400/12/28,5508,51,53,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.5049,381000,1.6382,1.3917,573380.0,412000,1,350000,1,1,1,1,"[11,9]","[12,13]",[0],0,0
2726077,4,43,557255,3388,291,120,20,25,25,1400/12/28,5508,22,24,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.4626,381000,1.5922,1.3526,557255.0,412000,1,350000,1,1,1,1,[6],"[7,12,13]",[0],0,0
2726078,5,43,560895,2059,275,12,20,27,27,1400/12/28,5508,24,26,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.4722,381000,1.6026,1.3614,560895.0,412000,1,350000,1,1,1,1,[11],"[12,13]",[1],0,0
2726079,6,43,586397,1259,200,155,20,45,45,1400/12/28,5508,42,44,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,2,0,0,0,0,0,0,0.0,1.5391,381000,1.6754,1.4233,586397.0,412000,1,350000,1,1,1,1,"[7,10]","[12,13]",[4],0,0
2726080,7,43,545294,539,279,12,133,20,74,1400/12/28,5508,71,73,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.4312,381000,1.558,1.3235,545294.0,412000,1,350000,1,1,1,1,"[12,8]",[13],[6],0,0
2726081,8,43,594728,167,319,86,120,20,76,1400/12/28,5508,73,75,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.561,381000,1.6992,1.4435,594728.0,412000,1,350000,1,1,1,1,[11],"[12,13]",[7],0,0
2726082,9,43,619581,1490,250,120,125,20,56,1400/12/28,5508,53,55,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,2,0,0,0,0,0,0,0.0,1.6262,381000,1.7702,1.5038,619581.0,412000,1,350000,1,1,1,1,[12],[13],[3],0,0
2726083,10,43,604324,914,25,133,155,20,47,1400/12/28,5508,44,46,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.5862,381000,1.7266,1.4668,604324.0,412000,1,350000,1,1,1,1,[13],[],[6],0,0
2726084,11,43,544352,2073,368,155,20,95,95,1400/12/28,5508,92,94,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.4287,381000,1.5553,1.3212,544352.0,412000,1,350000,1,1,1,1,[12],[13],"[2,3,5,8]",0,0
2726085,12,43,570552,3936,6,155,120,20,102,1400/12/28,5508,99,101,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.4975,381000,1.6301,1.3848,570552.0,412000,1,350000,1,1,1,1,[13],[],"[1,7,9,11]",0,0
2726086,13,43,604269,352,194,125,133,20,128,1400/12/28,5508,125,127,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,20,2,0,0,0,0,0,0,0.0,1.586,381000,1.7265,1.4667,604269.0,412000,1,350000,1,1,1,1,[],[],"[1,10,12]",0,0
2726087,0,44,545515,3652,161,125,11,14,14,1400/12/28,5508,11,13,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,11,1,0,0,0,0,0,0,0.0,1.4318,381000,1.5586,1.3241,545515.0,412000,1,350000,1,1,1,1,"[2,1]",[7],[],0,0
2726088,1,44,568045,90,333,120,11,16,16,1400/12/28,5508,13,15,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,11,1,0,0,0,0,0,0,0.0,1.4909,381000,1.623,1.3788,568045.0,412000,1,350000,1,1,1,1,[6],[7],[0],0,0
2726089,2,44,628717,708,114,120,11,30,30,1400/12/28,5508,27,29,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,11,1,0,0,0,0,0,0,0.0,1.6502,381000,1.7963,1.526,628717.0,412000,1,350000,1,1,1,1,"[7,3]",[],[0],0,0
2726090,3,44,574987,3770,181,125,120,11,32,1400/12/28,5508,29,31,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,11,1,0,0,0,0,0,0,0.0,1.5092,381000,1.6428,1.3956,574987.0,412000,1,350000,1,1,1,1,[4],"[5,7]",[2],0,0
2726091,4,44,616809,110,237,86,11,53,53,1400/12/28,5508,50,52,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,11,1,0,0,0,0,0,0,0.0,1.6189,381000,1.7623,1.4971,616809.0,412000,1,350000,1,1,1,1,[5],[7],[3],0,0
2726092,5,44,603575,3779,27,155,125,11,66,1400/12/28,5508,63,65,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,11,1,0,0,0,0,0,0,0.0,1.5842,381000,1.7245,1.465,603575.0,412000,1,350000,1,1,1,1,[7],[],[4],0,0
2726093,6,44,579466,1023,321,155,11,33,33,1400/12/28,5508,30,32,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,11,2,0,0,0,0,0,0,0.0,1.5209,381000,1.6556,1.4065,579466.0,412000,1,350000,1,1,1,1,[7],[],[1],0,0
2726094,7,44,619271,301,49,86,125,11,85,1400/12/28,5508,82,84,N_0_of_Clst_0_of_DC_0_of_CP_Niniocom42,InitializedAndWaiting,11,2,0,0,0,0,0,0,0.0,1.6254,381000,1.7693,1.5031,619271.0,412000,1,350000,1,1,1,1,[],[],"[2,5,6]",0,0
2726095,0,45,604392,1696,359,120,125,20,23,1400/12/28,5508,20,22,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.5863,381000,1.7268,1.467,604392.0,412000,1,350000,1,1,1,1,"[2,8,1]","[7,10,11,12]",[],0,0
2726096,1,45,579764,1158,152,133,20,25,25,1400/12/28,5508,22,24,N_0_of_FP_0_of_Jackolicom28,InitializedAndWaiting,20,1,0,0,0,0,0,0,0.0,1.5217,381000,1.6565,1.4072,579764.0,412000,1,350000,1,1,1,1,"[8,5]","[11,12]",[0],0,0
